Token Index,ICD-9,ICD-10,ICD-10-Align-Hierarchy,SHORT-TITLE
3989,78606,R0682,R06.82,"tachypnea, not elsewhere classified"
3990,41511,T82818A,T82.81,"embolism due to cardiac and vascular prosthetic devices, implants and grafts"
3991,73019,M8669,M86.69,"other chronic osteomyelitis, multiple sites"
3992,99772,T81711A,T81.71,"complication of artery following a procedure, not elsewhere classified"
3993,29644,F312,F31.2,"bipolar disorder, current episode manic severe with psychotic features"
3994,78094,R6881,R68.81,early satiety
3995,64663,O2393,O23.93,"unspecified genitourinary tract infection in pregnancy, third trimester"
3996,57420,K8020,K80.20,calculus of gallbladder without cholecystitis without obstruction
3997,78930,R1900,R19.00,"intra-abdominal and pelvic swelling, mass and lump, unspecified site"
3998,38870,H9209,H92.09,"otalgia, unspecified ear"
3999,7108,M355,M35.5,multifocal fibrosclerosis
4000,53521,K2961,K29.61,other gastritis with bleeding
4001,20800,C9500,C95.00,acute leukemia of unspecified cell type not having achieved remission
4002,6170,N800,N80.0,endometriosis of uterus
4003,V5422,M84431D,M84.43,"pathological fracture, ulna and radius"
4004,55229,K436,K43.6,"other and unspecified ventral hernia with obstruction, without gangrene"
4005,V162,Z802,Z80.2,family history of malignant neoplasm of other respiratory and intrathoracic organs
4006,V4572,Z9049,Z90.49,acquired absence of other specified parts of digestive tract
4007,7537,Q644,Q64.4,malformation of urachus
4008,5080,J700,J70.0,acute pulmonary manifestations due to radiation
4009,36441,H2103,H21.03,"hyphema, bilateral"
4010,75520,Q7190,Q71.90,unspecified reduction defect of unspecified upper limb
4011,6172,N802,N80.2,endometriosis of fallopian tube
4012,81411,S62009B,S62.00,unspecified fracture of navicular [scaphoid] bone of wrist
4013,9191,T07XXXA,T07,unspecified multiple injuries
4014,2755,E8381,E83.81,hungry bone syndrome
4015,1840,C52,C52,malignant neoplasm of vagina
4016,5822,N035,N03.5,chronic nephritic syndrome with diffuse mesangiocapillary glomerulonephritis
4017,1974,C784,C78.4,secondary malignant neoplasm of small intestine
4018,E8785,Y835,Y83.5,"amputation of limb(s) as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
4019,30460,F1920,F19.20,"other psychoactive substance dependence, uncomplicated"
4020,7222,M519,M51.9,"unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder"
4021,85302,S06362A,S06.36,"traumatic hemorrhage of cerebrum, unspecified"
4022,E8583,T50.9X1A,T50.9,"poisoning by, adverse effect of and underdosing of other and unspecified drugs, medicaments and biological substances"
4023,79989,R69,R69,"illness, unspecified"
4024,64801,O2492,O24.92,unspecified diabetes mellitus in childbirth
4025,V140,Z880,Z88.0,allergy status to penicillin
4026,30502,F1010,F10.10,"alcohol abuse, uncomplicated"
4027,6821,L03222,L03.22,cellulitis and acute lymphangitis of neck
4028,E9412,T44.4X5A,T44.4X,"poisoning by, adverse effect of and underdosing of predominantly alpha-adrenoreceptor agonists"
4029,2337,D090,D09.0,carcinoma in situ of bladder
4030,2722,E782,E78.2,mixed hyperlipidemia
4031,78054,G4710,G47.10,"hypersomnia, unspecified"
4032,7881,R309,R30.9,"painful micturition, unspecified"
4033,72210,M5127,M51.27,"other intervertebral disc displacement, lumbosacral region"
4034,8821,S61429A,S61.42,laceration with foreign body of hand
4035,7566,Q791,Q79.1,other congenital malformations of diaphragm
4036,78933,R1903,R19.03,"right lower quadrant abdominal swelling, mass and lump"
4037,37632,H05239,H05.23,hemorrhage of orbit
4038,7088,L508,L50.8,other urticaria
4039,6116,N643,N64.3,galactorrhea not associated with childbirth
4040,E0011,Y9302,Y93.02,"activity, running"
4041,85221,S065X0A,S06.5X,traumatic subdural hemorrhage
4042,28310,D594,D59.4,other nonautoimmune hemolytic anemias
4043,20037,C8387,C83.87,"other non-follicular lymphoma, spleen"
4044,2652,E52,E52,niacin deficiency [pellagra]
4045,80050,S020XXB,S02.0,fracture of vault of skull
4046,V163,Z803,Z80.3,family history of malignant neoplasm of breast
4047,0530,B021,B02.1,zoster meningitis
4048,V1552,Z87820,Z87.82,personal history of other (healed) physical injury and trauma
4049,4619,J0190,J01.90,"acute sinusitis, unspecified"
4050,29410,F0280,F02.80,"dementia in other diseases classified elsewhere, unspecified severity, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety"
4051,V555,Z435,Z43.5,encounter for attention to cystostomy
4052,01505,A1801,A18.01,tuberculosis of spine
4053,53012,K209,K20.9,"esophagitis, unspecified"
4054,92320,S60229A,S60.22,contusion of hand
4055,E8860,W03XXXA,W03,other fall on same level due to collision with another person
4056,5755,K823,K82.3,fistula of gallbladder
4057,72973,M79A3,M79.A3,nontraumatic compartment syndrome of abdomen
4058,53540,K2960,K29.60,other gastritis without bleeding
4059,72619,M7580,M75.80,"other shoulder lesions, unspecified shoulder"
4060,96903,T43224A,T43.22,"poisoning by, adverse effect of and underdosing of selective serotonin reuptake inhibitors"
4061,95208,S14128A,S14.12,central cord syndrome of cervical spinal cord
4062,1300,B582,B58.2,toxoplasma meningoencephalitis
4063,78799,R198,R19.8,other specified symptoms and signs involving the digestive system and abdomen
4064,7601,P001,P00.1,newborn affected by maternal renal and urinary tract diseases
4065,57142,K754,K75.4,autoimmune hepatitis
4066,20270,C8449,C84.49,"peripheral t-cell lymphoma, not elsewhere classified, extranodal and solid organ sites"
4067,2254,D321,D32.1,benign neoplasm of spinal meninges
4068,V146,Z886,Z88.6,allergy status to analgesic agent
4069,33822,G8922,G89.22,chronic post-thoracotomy pain
4070,4820,J150,J15.0,pneumonia due to klebsiella pneumoniae
4071,86239,S27893A,S27.89,injury of other specified intrathoracic organs
4072,80111,S02109A,S02.10,unspecified fracture of base of skull
4073,57400,K8000,K80.00,calculus of gallbladder with acute cholecystitis without obstruction
4074,1890,C649,C64.9,"malignant neoplasm of unspecified kidney, except renal pelvis"
4075,V1046,Z8546,Z85.46,personal history of malignant neoplasm of prostate
4076,2459,E069,E06.9,"thyroiditis, unspecified"
4077,E9211,W368XXA,W36.8,explosion and rupture of other gas cylinder
4078,585,N18.9,N18.9,"chronic kidney disease, unspecified"
4079,72691,M2570,M25.70,"osteophyte, unspecified joint"
4080,29540,F2081,F20.81,schizophreniform disorder
4081,5200,K000,K00.0,anodontia
4082,V1559,Z87828,Z87.82,personal history of other (healed) physical injury and trauma
4083,5754,K822,K82.2,perforation of gallbladder
4084,2840,D61.1,D61.1,drug-induced aplastic anemia
4085,61189,N6489,N64.89,other specified disorders of breast
4086,2357,D381,D38.1,"neoplasm of uncertain behavior of trachea, bronchus and lung"
4087,V118,Z8659,Z86.59,personal history of other mental and behavioral disorders
4088,6160,N72,N72,inflammatory disease of cervix uteri
4089,82310,S82109C,S82.10,unspecified fracture of upper end of tibia
4090,37955,H5504,H55.04,dissociated nystagmus
4091,74749,Q268,Q26.8,other congenital malformations of great veins
4092,38300,H70009,H70.00,acute mastoiditis without complications
4093,73005,M86259,M86.25,"subacute osteomyelitis, femur"
4094,V5861,Z7901,Z79.01,long term (current) use of anticoagulants
4095,22802,D1802,D18.02,hemangioma of intracranial structures
4096,E9687,Y041XXA,Y04.1,assault by human bite
4097,28249,D568,D56.8,other thalassemias
4098,4558,K648,K64.8,other hemorrhoids
4099,70401,L638,L63.8,other alopecia areata
4100,E9479,T50.905A,T50.90,"poisoning by, adverse effect of and underdosing of unspecified drugs, medicaments and biological substances"
4101,E8233,V271XXA,V27.1,motorcycle passenger injured in collision with fixed or stationary object in nontraffic accident
4102,7576,Q838,Q83.8,other congenital malformations of breast
4103,64803,O24913,O24.91,unspecified diabetes mellitus in pregnancy
4104,59001,N118,N11.8,other chronic tubulo-interstitial nephritis
4105,1401,C001,C00.1,malignant neoplasm of external lower lip
4106,1100,B350,B35.0,tinea barbae and tinea capitis
4107,30591,F1910,F19.10,"other psychoactive substance abuse, uncomplicated"
4108,8220,S82009A,S82.00,unspecified fracture of patella
4109,2949,F068,F06.8,other specified mental disorders due to known physiological condition
4110,V5416,S99299D,S99.29,other physeal fracture of phalanx of toe
4111,E8232,V270XXA,V27.0,motorcycle driver injured in collision with fixed or stationary object in nontraffic accident
4112,36283,H3581,H35.81,retinal edema
4113,59651,N3281,N32.81,overactive bladder
4114,9104,S1096XA,S10.96,insect bite of unspecified part of neck
4115,E9291,V99XXXS,V99,unspecified transport accident
4116,5173,J99,J99,respiratory disorders in diseases classified elsewhere
4117,73024,M869,M86.9,"osteomyelitis, unspecified"
4118,75502,Q692,Q69.2,accessory toe(s)
4119,72251,M5135,M51.35,"other intervertebral disc degeneration, thoracolumbar region"
4120,5368,K30,K30,functional dyspepsia
4121,65951,O09513,O09.51,supervision of elderly primigravida
4122,3499,G969,G96.9,"disorder of central nervous system, unspecified"
4123,0794,B977,B97.7,papillomavirus as the cause of diseases classified elsewhere
4124,9132,S60829A,S60.82,blister (nonthermal) of wrist
4125,E8541,T42.3X1A,T42.3X,"poisoning by, adverse effect of and underdosing of barbiturates"
4126,V4973,Z89439,Z89.43,acquired absence of foot
4127,8400,S4350XA,S43.50,sprain of unspecified acromioclavicular joint
4128,82522,S92256A,S92.25,fracture of navicular [scaphoid] of foot
4129,43884,I69993,I69.99,other sequelae of unspecified cerebrovascular disease
4130,75500,Q699,Q69.9,"polydactyly, unspecified"
4131,65971,O76,O76,abnormality in fetal heart rate and rhythm complicating labor and delivery
4132,4373,I671,I67.1,"cerebral aneurysm, nonruptured"
4133,83309,S63096A,S63.09,other subluxation and dislocation of wrist and hand
4134,E9357,T39.8X5A,T39.8X,"poisoning by, adverse effect of and underdosing of other nonopioid analgesics and antipyretics, not elsewhere classified"
4135,4730,J320,J32.0,chronic maxillary sinusitis
4136,29524,F202,F20.2,catatonic schizophrenia
4137,2142,D174,D17.4,benign lipomatous neoplasm of intrathoracic organs
4138,3082,F430,F43.0,acute stress reaction
4139,75501,Q691,Q69.1,accessory thumb(s)
4140,3699,H547,H54.7,unspecified visual loss
4141,V8709,Z77018,Z77.01,contact with and (suspected) exposure to hazardous metals
4142,4258,I43,I43,cardiomyopathy in diseases classified elsewhere
4143,E8718,Y65.8,Y65.8,other specified misadventures during surgical and medical care
4144,E9659,X969XXA,X96.9,assault by unspecified explosive
4145,0478,A878,A87.8,other viral meningitis
4146,34430,G8310,G83.10,monoplegia of lower limb affecting unspecified side
4147,99741,K9186,K91.86,retained cholelithiasis following cholecystectomy
4148,3220,G030,G03.0,nonpyogenic meningitis
4149,1808,C538,C53.8,malignant neoplasm of overlapping sites of cervix uteri
4150,73681,M21769,M21.76,"unequal limb length (acquired), tibia and fibula"
4151,9181,S0500XA,S05.00,"injury of conjunctiva and corneal abrasion without foreign body, unspecified eye"
4152,57450,K8050,K80.50,calculus of bile duct without cholangitis or cholecystitis without obstruction
4153,77213,P5221,P52.21,"intraventricular (nontraumatic) hemorrhage, grade 3, of newborn"
4154,41091,I21A9,I21.A9,other myocardial infarction type
4155,2776,D841,D84.1,defects in the complement system
4156,75311,Q6101,Q61.01,congenital single renal cyst
4157,76405,P0515,P05.15,"newborn small for gestational age, 1250-1499 grams"
4158,7660,P080,P08.0,exceptionally large newborn baby
4159,E9201,W298XXA,W29.8,contact with other powered hand tools and household machinery
4160,0391,A420,A42.0,pulmonary actinomycosis
4161,2518,E168,E16.8,other specified disorders of pancreatic internal secretion
4162,3010,F600,F60.0,paranoid personality disorder
4163,E8611,T47.0X,T47.0X,"poisoning by, adverse effect of and underdosing of histamine h2-receptor blockers"
4164,7571,Q809,Q80.9,"congenital ichthyosis, unspecified"
4165,30012,F440,F44.0,dissociative amnesia
4166,49322,J441,J44.1,chronic obstructive pulmonary disease with (acute) exacerbation
4167,E8586,T50.3X,T50.3X,"poisoning by, adverse effect of and underdosing of electrolytic, caloric and water-balance agents"
4168,80012,S06332A,S06.33,"contusion and laceration of cerebrum, unspecified"
4169,5780,K920,K92.0,hematemesis
4170,7455,Q211,Q21.1,atrial septal defect
4171,05471,B0081,B00.81,herpesviral hepatitis
4172,2777,E8881,E88.81,metabolic syndrome and other insulin resistance
4173,E9274,X503XXD,X50.3,overexertion from repetitive movements
4174,41020,I2119,I21.19,st elevation (stemi) myocardial infarction involving other coronary artery of inferior wall
4175,81303,S52279A,S52.27,monteggia's fracture of ulna
4176,V510,Z421,Z42.1,encounter for breast reconstruction following mastectomy
4177,4809,J129,J12.9,"viral pneumonia, unspecified"
4178,9951,T783XXA,T78.3,angioneurotic edema
4179,74561,Q212,Q21.2,atrioventricular septal defect
4180,3101,F070,F07.0,personality change due to known physiological condition
4181,3950,I060,I06.0,rheumatic aortic stenosis
4182,37956,H5509,H55.09,other forms of nystagmus
4183,30483,F1921,F19.21,"other psychoactive substance dependence, in remission"
4184,8730,S0100XA,S01.00,unspecified open wound of scalp
4185,7836,R632,R63.2,polyphagia
4186,5226,K045,K04.5,chronic apical periodontitis
4187,80034,S06365A,S06.36,"traumatic hemorrhage of cerebrum, unspecified"
4188,80013,S06334A,S06.33,"contusion and laceration of cerebrum, unspecified"
4189,4386,I69998,I69.99,other sequelae of unspecified cerebrovascular disease
4190,30122,F21,F21,schizotypal disorder
4191,34981,G960,G96.0,cerebrospinal fluid leak
4192,40591,I150,I15.0,renovascular hypertension
4193,43391,I6320,I63.20,cerebral infarction due to unspecified occlusion or stenosis of unspecified precerebral arteries
4194,5566,K5100,K51.00,ulcerative (chronic) pancolitis without complications
4195,2387,D48.7,D48.7,neoplasm of uncertain behavior of other specified sites
4196,99640,T84498A,T84.49,"other mechanical complication of other internal orthopedic devices, implants and grafts"
4197,96979,T43694A,T43.69,"poisoning by, adverse effect of and underdosing of other psychostimulants"
4198,80360,S06330A,S06.33,"contusion and laceration of cerebrum, unspecified"
4199,0849,B528,B52.8,plasmodium malariae malaria with other complications
4200,5560,K5180,K51.80,other ulcerative colitis without complications
4201,75441,Q682,Q68.2,congenital deformity of knee
4202,90141,S25409A,S25.40,unspecified injury of pulmonary blood vessels
4203,8745,S1122XA,S11.22,laceration with foreign body of pharynx and cervical esophagus
4204,9220,S2000XA,S20.00,"contusion of breast, unspecified breast"
4205,71235,M11259,M11.25,"other chondrocalcinosis, hip"
4206,25093,E108,E10.8,type 1 diabetes mellitus with unspecified complications
4207,V5309,Z462,Z46.2,encounter for fitting and adjustment of other devices related to nervous system and special senses
4208,E8230,V470XXA,V47.0,car driver injured in collision with fixed or stationary object in nontraffic accident
4209,78059,G478,G47.8,other sleep disorders
4210,27789,E889,E88.9,"metabolic disorder, unspecified"
4211,81331,S52309C,S52.30,unspecified fracture of shaft of radius
4212,7428,Q078,Q07.8,other specified congenital malformations of nervous system
