Token Index,ICD-9,ICD-10,ICD-10-Align-Hierarchy,SHORT-TITLE
4211,80056,S020XXB,S02.0,fracture of vault of skull
4212,4143,I2583,I25.83,coronary atherosclerosis due to lipid rich plaque
4213,65831,O755,O75.5,delayed delivery after artificial rupture of membranes
4214,86355,S3660XA,S36.60,unspecified injury of rectum
4215,86121,S27329A,S27.32,contusion of lung
4216,80046,S069X9A,S06.9X,unspecified intracranial injury
4217,78492,R6884,R68.84,jaw pain
4218,V1001,Z85810,Z85.81,"personal history of malignant neoplasm of lip, oral cavity, and pharynx"
4219,E8184,V828XXA,V82.8,occupant of streetcar injured in other specified transport accidents
4220,V2341,O09211,O09.21,supervision of pregnancy with history of pre-term labor
4221,5839,N059,N05.9,unspecified nephritic syndrome with unspecified morphologic changes
4222,V5399,Z4689,Z46.89,encounter for fitting and adjustment of other specified devices
4223,V7109,Z0389,Z03.89,encounter for observation for other suspected diseases and conditions ruled out
4224,71218,M1188,M11.88,"other specified crystal arthropathies, vertebrae"
4225,34561,G40824,G40.82,epileptic spasms
4226,V2509,Z3009,Z30.09,encounter for other general counseling and advice on contraception
4227,E8717,T81.6,T81.6,acute reaction to foreign substance accidentally left during a procedure
4228,5715,K7469,K74.69,other cirrhosis of liver
4229,2309,D019,D01.9,"carcinoma in situ of digestive organ, unspecified"
4230,V501,Z411,Z41.1,encounter for cosmetic surgery
4231,3331,G252,G25.2,other specified forms of tremor
4232,75651,Q780,Q78.0,osteogenesis imperfecta
4233,30390,F1020,F10.20,"alcohol dependence, uncomplicated"
4234,V4986,Z66,Z66,do not resuscitate
4235,V058,Z23,Z23,encounter for immunization
4236,5265,M273,M27.3,alveolitis of jaws
4237,46410,J0410,J04.10,acute tracheitis without obstruction
4238,67624,O9229,O92.29,other disorders of breast associated with pregnancy and the puerperium
4239,44481,I745,I74.5,embolism and thrombosis of iliac artery
4240,E8170,V484XXA,V48.4,person boarding or alighting a car injured in noncollision transport accident
4241,V6283,Z6982,Z69.82,encounter for mental health services for perpetrator of other abuse
4242,82321,S82409A,S82.40,unspecified fracture of shaft of fibula
4243,3551,G5710,G57.10,"meralgia paresthetica, unspecified lower limb"
4244,63410,O036,O03.6,delayed or excessive hemorrhage following complete or unspecified spontaneous abortion
4245,V8279,Z1389,Z13.89,encounter for screening for other disorder
4246,6111,N62,N62,hypertrophy of breast
4247,79391,R939,R93.9,diagnostic imaging inconclusive due to excess body fat of patient
4248,5988,N358,N35.8,other urethral stricture
4249,6868,L0889,L08.89,other specified local infections of the skin and subcutaneous tissue
4250,83302,S63026A,S63.02,subluxation and dislocation of radiocarpal joint
4251,62989,N9489,N94.89,other specified conditions associated with female genital organs and menstrual cycle
4252,5999,N399,N39.9,"disorder of urinary system, unspecified"
4253,00867,A0839,A08.39,other viral enteritis
4254,V599,Z529,Z52.9,donor of unspecified organ or tissue
4255,1409,C002,C00.2,"malignant neoplasm of external lip, unspecified"
4256,45341,I824Y9,I82.4Y,acute embolism and thrombosis of unspecified deep veins of proximal lower extremity
4257,61882,N8183,N81.83,incompetence or weakening of rectovaginal tissue
4258,71102,M00829,M00.82,"arthritis due to other bacteria, elbow"
4259,E8289,V889XXA,V88.9,"person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle, nontraffic"
4260,71514,M19049,M19.04,"primary osteoarthritis, hand"
4261,94410,T23509A,T23.50,"corrosion of first degree of hand, unspecified site"
4262,80426,S066X9A,S06.6X,traumatic subarachnoid hemorrhage
4263,3484,G935,G93.5,compression of brain
4264,33722,G90529,G90.52,complex regional pain syndrome i of lower limb
4265,34623,G43811,G43.81,"other migraine, intractable"
4266,73000,M8620,M86.20,"subacute osteomyelitis, unspecified site"
4267,V4970,Z899,Z89.9,"acquired absence of limb, unspecified"
4268,9570,S144XXA,S14.4,injury of peripheral nerves of neck
4269,V274,Z374,Z37.4,"twins, both stillborn"
4270,37487,H02839,H02.83,dermatochalasis of eyelid
4271,6214,N857,N85.7,hematometra
4272,V0739,Z298,Z29.8,encounter for other specified prophylactic measures
4273,6310,O0281,O02.81,inappropriate change in quantitative human chorionic gonadotropin (hcg) in early pregnancy
4274,63412,O036,O03.6,delayed or excessive hemorrhage following complete or unspecified spontaneous abortion
4275,44281,I726,I72.6,aneurysm of vertebral artery
4276,1893,C680,C68.0,malignant neoplasm of urethra
4277,73006,M86269,M86.26,"subacute osteomyelitis, tibia and fibula"
4278,72661,M76899,M76.89,"other specified enthesopathies of lower limb, excluding foot"
4279,1489,C139,C13.9,"malignant neoplasm of hypopharynx, unspecified"
4280,V4983,Z7682,Z76.82,awaiting organ transplant status
4281,7283,M6284,M62.84,sarcopenia
4282,8068,S34139A,S34.13,other and unspecified injury to sacral spinal cord
4283,64862,O9943,O99.43,diseases of the circulatory system complicating the puerperium
4284,3581,G733,G73.3,myasthenic syndromes in other diseases classified elsewhere
4285,V9010,Z1810,Z18.10,"retained metal fragments, unspecified"
4286,78937,R1907,R19.07,"generalized intra-abdominal and pelvic swelling, mass and lump"
4287,8921,S91329A,S91.32,laceration with foreign body of foot
4288,7249,M539,M53.9,"dorsopathy, unspecified"
4289,7211,M4712,M47.12,"other spondylosis with myelopathy, cervical region"
4290,59972,R3129,R31.29,other microscopic hematuria
4291,78499,R196,R19.6,halitosis
4292,78054,G4710,G47.10,"hypersomnia, unspecified"
4293,30182,F606,F60.6,avoidant personality disorder
4294,34211,G8112,G81.12,spastic hemiplegia affecting left dominant side
4295,80022,S066X2A,S06.6X,traumatic subarachnoid hemorrhage
4296,9635,T452X4A,T45.2X,"poisoning by, adverse effect of and underdosing of vitamins"
4297,32713,G4713,G47.13,recurrent hypersomnia
4298,34613,G43011,G43.01,"migraine without aura, intractable"
4299,4441,I7411,I74.11,embolism and thrombosis of thoracic aorta
4300,5929,N209,N20.9,"urinary calculus, unspecified"
4301,99791,I973,I97.3,postprocedural hypertension
4302,90081,S15209A,S15.20,unspecified injury of external jugular vein
4303,7424,Q048,Q04.8,other specified congenital malformations of brain
4304,86380,S3690XA,S36.90,unspecified injury of unspecified intra-abdominal organ
4305,52463,M26639,M26.63,articular disc disorder of temporomandibular joint
4306,80115,S02109A,S02.10,unspecified fracture of base of skull
4307,9150,S60419A,S60.41,abrasion of fingers
4308,2919,F1099,F10.99,"alcohol use, unspecified with unspecified alcohol-induced disorder"
4309,78906,R1013,R10.13,epigastric pain
4310,72702,D481,D48.1,neoplasm of uncertain behavior of connective and other soft tissue
4311,6803,L02439,L02.43,carbuncle of limb
4312,68110,L03049,L03.04,acute lymphangitis of toe
4313,81405,S62176A,S62.17,fracture of trapezium [larger multangular]
4314,86415,S36113A,S36.11,injury of liver
4315,36831,H5334,H53.34,suppression of binocular vision
4316,64981,O7582,O75.82,"onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation, with delivery by (planned) cesarean section"
4317,7929,R899,R89.9,"unspecified abnormal finding in specimens from other organs, systems and tissues"
4318,V462,Z9981,Z99.81,dependence on supplemental oxygen
4319,4377,G454,G45.4,transient global amnesia
4320,33510,G1225,G12.25,progressive spinal muscle atrophy
4321,32361,G0439,G04.39,other acute necrotizing hemorrhagic encephalopathy
4322,2441,E890,E89.0,postprocedural hypothyroidism
4323,2638,E46,E46,unspecified protein-calorie malnutrition
4324,V1022,Z8522,Z85.22,"personal history of malignant neoplasm of nasal cavities, middle ear, and accessory sinuses"
4325,E9581,X76XXXA,X76,"intentional self-harm by smoke, fire and flames"
4326,69589,L982,L98.2,febrile neutrophilic dermatosis [sweet]
4327,64911,O99214,O99.21,"obesity complicating pregnancy, childbirth, and the puerperium"
4328,30301,F10229,F10.22,alcohol dependence with intoxication
4329,8761,S31020A,S31.02,laceration with foreign body of lower back and pelvis
4330,20380,C9030,C90.30,solitary plasmacytoma not having achieved remission
4331,92301,S40019A,S40.01,contusion of shoulder
4332,17330,C44309,C44.30,unspecified malignant neoplasm of skin of other and unspecified parts of face
4333,E9622,X92.0,X92.0,assault by drowning and submersion while in bathtub
4334,66583,O7189,O71.89,other specified obstetric trauma
4335,V2382,O09521,O09.52,supervision of elderly multigravida
4336,6264,N926,N92.6,"irregular menstruation, unspecified"
4337,41419,I253,I25.3,aneurysm of heart
4338,E9504,T50.901A,T50.90,"poisoning by, adverse effect of and underdosing of unspecified drugs, medicaments and biological substances"
4339,29580,F2089,F20.89,other schizophrenia
4340,28311,D593,D59.3,hemolytic-uremic syndrome
4341,66602,O720,O72.0,third-stage hemorrhage
4342,V4584,Z98811,Z98.81,dental procedure status
4343,56961,K9412,K94.12,enterostomy infection
4344,81252,S42456B,S42.45,fracture of lateral condyle of humerus
4345,E9443,T43.505A,T43.50,"poisoning by, adverse effect of and underdosing of unspecified antipsychotics and neuroleptics"
4346,79021,R7301,R73.01,impaired fasting glucose
4347,8509,S060X0A,S06.0X,concussion
4348,4548,I83899,I83.89,varicose veins of lower extremities with other complications
4349,67121,O2223,O22.23,"superficial thrombophlebitis in pregnancy, third trimester"
4350,E9682,Y00XXXA,Y00,assault by blunt object
4351,6962,L418,L41.8,other parapsoriasis
4352,V8901,Z0371,Z03.71,encounter for suspected problem with amniotic cavity and membrane ruled out
4353,34881,G9381,G93.81,temporal sclerosis
4354,2375,D434,D43.4,neoplasm of uncertain behavior of spinal cord
4355,V4987,Z781,Z78.1,physical restraint status
4356,E9413,T44.3X,T44.3X,"poisoning by, adverse effect of and underdosing of other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics"
4357,E8210,V8656XA,V86.56,driver of dirt bike or motor/cross bike injured in nontraffic accident
4358,V7189,Z0389,Z03.89,encounter for observation for other suspected diseases and conditions ruled out
4359,4959,J679,J67.9,hypersensitivity pneumonitis due to unspecified organic dust
4360,20151,C8111,C81.11,"nodular sclerosis hodgkin lymphoma, lymph nodes of head, face, and neck"
4361,83200,S53106A,S53.10,unspecified subluxation and dislocation of ulnohumeral joint
4362,60020,N400,N40.0,benign prostatic hyperplasia without lower urinary tract symptoms
4363,E9424,T46.3X,T46.3X,"poisoning by, adverse effect of and underdosing of coronary vasodilators"
4364,2191,D261,D26.1,other benign neoplasm of corpus uteri
4365,64663,O2393,O23.93,"unspecified genitourinary tract infection in pregnancy, third trimester"
4366,59381,N280,N28.0,ischemia and infarction of kidney
4367,41410,I253,I25.3,aneurysm of heart
4368,E8769,Y69,Y69,unspecified misadventure during surgical and medical care
4369,78947,R1937,R19.37,generalized abdominal rigidity
4370,32081,G008,G00.8,other bacterial meningitis
4371,20008,C8338,C83.38,"diffuse large b-cell lymphoma, lymph nodes of multiple sites"
4372,72671,M7660,M76.60,"achilles tendinitis, unspecified leg"
4373,0796,B974,B97.4,respiratory syncytial virus as the cause of diseases classified elsewhere
4374,V1859,Z8379,Z83.79,family history of other diseases of the digestive system
4375,51189,J948,J94.8,other specified pleural conditions
4376,64113,O4453,O44.53,"low lying placenta with hemorrhage, third trimester"
4377,24991,E098,E09.8,drug or chemical induced diabetes mellitus with unspecified complications
4378,01180,A150,A15.0,tuberculosis of lung
4379,88009,S41109A,S41.10,unspecified open wound of upper arm
4380,36105,H33059,H33.05,total retinal detachment
4381,8371,S9306XA,S93.06,dislocation of unspecified ankle joint
4382,28521,D631,D63.1,anemia in chronic kidney disease
4383,8363,S83006A,S83.00,unspecified subluxation and dislocation of patella
4384,5296,K146,K14.6,glossodynia
4385,6203,N83339,N83.33,acquired atrophy of ovary and fallopian tube
4386,V070,Z5189,Z51.89,encounter for other specified aftercare
4387,33385,G2401,G24.01,drug induced subacute dyskinesia
4388,62210,N879,N87.9,"dysplasia of cervix uteri, unspecified"
4389,56739,K689,K68.9,other disorders of retroperitoneum
4390,99642,T84029A,T84.02,dislocation of internal joint prosthesis
4391,8241,S8256XC,S82.56,nondisplaced fracture of medial malleolus of unspecified tibia
4392,E8042,V815XXA,V81.5,occupant of railway train or railway vehicle injured by fall in railway train or railway vehicle
4393,96509,T40694A,T40.69,"poisoning by, adverse effect of and underdosing of other narcotics"
4394,71801,M24119,M24.11,"other articular cartilage disorders, shoulder"
4395,75550,Q749,Q74.9,unspecified congenital malformation of limb(s)
4396,25032,E1165,E11.65,type 2 diabetes mellitus with hyperglycemia
4397,67324,O8823,O88.23,thromboembolism in the puerperium
4398,56031,K563,K56.3,gallstone ileus
4399,73631,M21059,M21.05,"valgus deformity, not elsewhere classified, hip"
4400,65843,O411430,O41.14,placentitis
4401,3102,F0781,F07.81,postconcussional syndrome
4402,85309,S06369A,S06.36,"traumatic hemorrhage of cerebrum, unspecified"
4403,8056,S322XXA,S32.2,fracture of coccyx
4404,25022,E1165,E11.65,type 2 diabetes mellitus with hyperglycemia
4405,E9318,T50.9X5,T50.9,"poisoning by, adverse effect of and underdosing of other and unspecified drugs, medicaments and biological substances"
4406,7382,M953,M95.3,acquired deformity of neck
4407,7237,M6788,M67.88,"other specified disorders of synovium and tendon, other site"
4408,30181,F6081,F60.81,narcissistic personality disorder
4409,V167,Z807,Z80.7,"family history of other malignant neoplasms of lymphoid, hematopoietic and related tissues"
4410,30460,F1920,F19.20,"other psychoactive substance dependence, uncomplicated"
4411,33904,G44049,G44.04,chronic paroxysmal hemicrania
4412,71665,M13159,M13.15,"monoarthritis, not elsewhere classified, hip"
4413,9013,S25309A,S25.30,unspecified injury of innominate or subclavian vein
4414,29626,F325,F32.5,"major depressive disorder, single episode, in full remission"
4415,7856,R599,R59.9,"enlarged lymph nodes, unspecified"
4416,V861,Z171,Z17.1,estrogen receptor negative status [er-]
4417,69553,L493,L49.3,exfoliation due to erythematous condition involving 30-39 percent of body surface
4418,71690,M129,M12.9,"arthropathy, unspecified"
4419,8628,S279XXA,S27.9,injury of unspecified intrathoracic organ
4420,30019,F688,F68.8,other specified disorders of adult personality and behavior
4421,64971,O26873,O26.87,cervical shortening
4422,9122,S40829A,S40.82,blister (nonthermal) of upper arm
4423,4808,J1289,J12.89,other viral pneumonia
4424,78762,R151,R15.1,fecal smearing
4425,6850,L0502,L05.02,pilonidal sinus with abscess
4426,17331,C44319,C44.31,basal cell carcinoma of skin of other and unspecified parts of face
4427,34673,G43711,G43.71,"chronic migraine without aura, intractable"
4428,4881,J09.X1,J09.X1,influenza due to identified novel influenza a virus with pneumonia
4429,V617,Z640,Z64.0,problems related to unwanted pregnancy
4430,75615,Q7649,Q76.49,"other congenital malformations of spine, not associated with scoliosis"
4431,24281,E0581,E05.81,other thyrotoxicosis with thyrotoxic crisis or storm
4432,2884,D763,D76.3,other histiocytosis syndromes
4433,59080,N12,N12,"tubulo-interstitial nephritis, not specified as acute or chronic"
4434,72883,M6210,M62.10,"other rupture of muscle (nontraumatic), unspecified site"
4435,29533,F200,F20.0,paranoid schizophrenia
